ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(Â°C),Water Temp(Â°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
615228450,Photo,Mallard,Anas platyrhynchos,,Bernice Smith,2024-02-23,2024.0,2.0,23.0,1012.0,United States,US-NC-021,North Carolina,Buncombe,Lake Julian Park,35.4794464,-82.538002,,,Unspecified,,,,,,,,,S162687513,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,3527.0,4595.0
271038141,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Chico MuÃ±oz,2020-10-09,2020.0,10.0,9.0,1233.0,Nicaragua,NI-JI,Jinotega,,Pinares San Rafael del Norte,13.2475838,-86.142435,,,Unspecified,,,,,,,,,S74608316,,,,,"Cara amarilla , lÃ­nea negra a travÃ©s del ojo",Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,2046.0,3517.0
142097711,Photo,Razorbill,Alca torda,,JT Wathen,2018-06-02,2018.0,6.0,2.0,630.0,United States,US-ME-009,Maine,Hancock,Bar Harbor Whale/Pelagic Trip,44.3356363,-68.1390953,,,Unspecified,,,,,,,,,S53033465,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,1439.0,1800.0
614734818,Photo,Common Loon,Gavia immer,,Thomas Michel,2024-02-12,2024.0,2.0,12.0,645.0,United States,US-MA-017,Massachusetts,Middlesex,Charles River Bike Path--Watertown Square,42.3651793,-71.1889118,,,Unspecified,,,,,,,,,S161308237,,,,,"Paddling along near the Eliot Bridge on the Charles, oblivious to a passing scull.  Winter plumage.  See photos.",Gavia immer,comloo,Species,6774.0,,0.0,0.0,,1260.0,1475.0
610973751,Photo,Wood Duck,Aix sponsa,,Michael Bowen,2023-11-10,2023.0,11.0,10.0,730.0,United States,US-MI-075,Michigan,Jackson,Watkins Lake,42.1232335,-84.1381818,,,Unspecified,,,,,,,,,S154129295,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,1920.0,2880.0
533242031,Photo,Northern Royal Albatross,Diomedea sanfordi,,Ting-Wei (å»·ç¶­) HUNG (æ´ª),2023-01-25,2023.0,1.0,25.0,916.0,New Zealand,NZ-CAN-054,Canterbury,Kaikoura District,"åå¤ªå¹³æ´ NZ-åç¹ä¼¯é· (-42.4509,173.6666)",-42.450871,173.666558,,,Unspecified,,,,,,,,,S126872212,,,,,,Diomedea sanfordi,royalb3,Group,6813.0,,0.0,0.0,,2667.0,4000.0
613358257,Photo,American Robin,Turdus migratorius,,tom cosburn,2023-03-17,2023.0,3.0,17.0,1635.0,Canada,CA-ON-TO,Ontario,Toronto,Enfield Park,43.5917991,-79.5485473,,,Unspecified,,,,,,,,,S131143208,,,,,,Turdus migratorius,amerob,Species,28096.0,,4.0,1.0,,3000.0,4000.0
213275401,Photo,Red-tailed Hawk,Buteo jamaicensis,,Joey McCracken,2020-02-20,2020.0,2.0,20.0,1504.0,United States,US-WA-061,Washington,Snohomish,"Silver Lake, Everett",47.8905932,-122.2090173,Juvenile â 1,,Unspecified,,,,,,,,,S64800998,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,5.0,2.0,,4000.0,6000.0
494983791,Photo,Red-tailed Hawk,Buteo jamaicensis,,Liam Huber,2022-02-18,2022.0,2.0,18.0,1112.0,United States,US-CA-007,California,Butte,Gray Lodge Wildlife Area,39.322878,-121.8361473,,,Unspecified,,,,,,,,,S102957129,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.57,58.0,,2747.0,4308.0
610343492,Photo,Common Myna,Acridotheres tristis,,Nate Brown,2023-05-14,2023.0,5.0,14.0,1941.0,United States,US-FL-087,Florida,Monroe,"59299 Overseas Hwy, Marathon US-FL 24.77016, -80.94107",24.770158,-80.941074,,,Unspecified,,,,,,,,,S137786085,,,,,,Acridotheres tristis,commyn,Species,27402.0,,1.0,1.0,,3348.0,4923.0
518042861,Photo,Snowy Owl,Bubo scandiacus,,Don Sterba,2022-12-29,2022.0,12.0,29.0,735.0,United States,US-CA-059,California,Orange,"stakeout Snowy Owl, Cypress (2022-2023)",33.792372,-118.0201643,Immature â 1,,Unspecified,,,,,,,,,S124875152,,,,,"Found by other birders who arrived before we did.  The location was on Onyx St, about 3 houses north of Saipan St.  I counted about 40 other observers at this location.  We first saw the bird at about 7:37 AM.  In the last photo, the owl is reacting to a crow that flew past, directly overhead.",Bubo scandiacus,snoowl1,Species,8704.0,,3.5,2.0,,943.0,943.0
569815401,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Greg Jackson,2023-05-07,2023.0,5.0,7.0,833.0,United States,US-TX-267,Texas,Kimble,South Llano River SP--Loraâs Bird Blind,30.4394455,-99.8107186,,,Unspecified,,,,,,,,,S136515969,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,4.0,1.0,,1665.0,2048.0
615277762,Photo,Mallard,Anas platyrhynchos,,Julia Cameron,2024-02-24,2024.0,2.0,24.0,1100.0,Canada,CA-NS-HL,Nova Scotia,Halifax,Dartmouth--Shubie Park,44.7014858,-63.5530133,,,Unspecified,,,,,,,,,S162818304,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,2304.0,3456.0
615699425,Photo,Limpkin (Speckled),Aramus guarauna [pictus Group],,Ann Potenzone,2024-02-10,2024.0,2.0,10.0,705.0,United States,US-FL-086,Florida,Miami-Dade,Coral Reef Park,25.631196,-80.3196073,,,Unspecified,,,,,,,,,S161366911,,,,,,Aramus guarauna,limpki1,Group,5643.0,,3.5,2.0,,2239.0,3358.0
58436341,Photo,Red-tailed Hawk (borealis),Buteo jamaicensis borealis,,shelley seidman,2017-05-17,2017.0,5.0,17.0,1215.0,United States,US-NY-029,New York,Erie,"Forest Lawn Cemetery, Buffalo",42.9277447,-78.8609865,,,Unspecified,,,,,,,,,S36943716,,,,,"was intently watching Black-crowned Night Heron . when it took off after heron, Red-winged BB rode on it's back, distracted it and allowed the heron to escape",Buteo jamaicensis,erthaw1,Group,8316.0,,4.33,3.0,,2181.0,3727.0
614464964,Photo,Common Loon,Gavia immer,,Matt M.,2024-01-27,2024.0,1.0,27.0,1250.0,United States,US-NY-047,New York,Kings,Sheepshead Bay,40.582363,-73.9434105,,,Unspecified,,,,,,,,,S160232152,,,,,,Gavia immer,comloo,Species,6774.0,,5.0,1.0,,1914.0,3537.0
614316460,Photo,Limpkin,Aramus guarauna,,Constance Griner,2024-02-02,2024.0,2.0,2.0,1008.0,United States,US-FL-073,Florida,Leon,Mills Street Pond,30.422303,-84.298763,,,Unspecified,,,,,,,,,S160413875,,,,,,Aramus guarauna,limpki,Species,5642.0,,3.0,1.0,,2292.0,3056.0
147499141,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Liam Wolff,2019-03-18,2019.0,3.0,18.0,900.0,United States,US-TX-027,Texas,Bell,13B (restricted access),31.1583642,-97.6090315,Adult Male,,Unspecified,,,,,,,,,S53989734,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,3.88,8.0,,1772.0,2658.0
609007127,Photo,Common Myna,Acridotheres tristis,,Chris Mueller,2023-08-19,2023.0,8.0,19.0,716.0,Vietnam,VN-65,Sai Gon,,Crescent Lake Park,10.7259532,106.7168194,Immature â 1,,Unspecified,,,,,,,,,S147575967,,,,,,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,2309.0,3463.0
122634591,Photo,Razorbill,Alca torda,,Ryan Schain,2018-11-08,2018.0,11.0,8.0,1516.0,United States,US-MA-025,Massachusetts,Suffolk,"Yirrell Beach, Winthrop",42.3613345,-70.9692764,,,Unspecified,,,,,,,,,S49761226,,,,,"**Rare/early; mixed in with large feeding flock of RTLO and RBME, one flock of three close to shore and a single bird further out; photos",Alca torda,razorb,Species,6372.0,,3.0,5.0,,1371.0,2808.0
194167841,Photo,American Bittern,Botaurus lentiginosus,,Don Morrow,2019-12-20,2019.0,12.0,20.0,727.0,United States,US-FL-129,Florida,Wakulla,St. Marks NWR (please consider using a more precise location),30.1515653,-84.1473314,,,Unspecified,,,,,,,,,S62472819,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,3.67,3.0,,3000.0,2400.0
118467661,Photo,American Bittern,Botaurus lentiginosus,,Charlotte Morris,2018-10-11,2018.0,10.0,11.0,830.0,United States,US-CA-073,California,San Diego,Dairy Mart Ponds,32.5541853,-117.0628278,,,Unspecified,,,,,,,,,S49121798,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,3358.0,3358.0
615043056,Photo,American Robin,Turdus migratorius,,Skylar Carson-Reynolds,2024-02-12,2024.0,2.0,12.0,1420.0,United States,US-TN-149,Tennessee,Rutherford,Murfree Spring Wetlands at the Discovery Center,35.8398987,-86.3900916,,,Unspecified,,,,,,,,,S161344706,,,,,,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,926.0,1388.0
613871468,Photo,American Robin,Turdus migratorius,,Rebecca Leverton,2024-01-02,2024.0,1.0,2.0,1444.0,United States,US-CA-085,California,Santa Clara,Home base,37.112852,-121.685612,,,Unspecified,,,,,,,,,S157897235,,,,,First time Iâve seen the red this year. At the bird bath.,Turdus migratorius,amerob,Species,28096.0,,0.0,0.0,,640.0,610.0
614663691,Photo,Mallard,Anas platyrhynchos,,Abdulaziz Pulatov,2024-02-07,2024.0,2.0,7.0,1702.0,United States,US-TX-439,Texas,Tarrant,"North Park, Ft. Worth",32.9074862,-97.2853217,,,Unspecified,,,,,,,,,S161164031,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,0.0,0.0,,2738.0,2616.0
613747566,Photo,Wood Duck,Aix sponsa,,Tara Plum,2023-10-20,2023.0,10.0,20.0,1200.0,United States,US-WI-063,Wisconsin,La Crosse,Myrick Park,43.8225221,-91.2250507,,,Unspecified,,,,,,,,,S159314406,,,,,,Aix sponsa,wooduc,Species,433.0,,2.0,1.0,,1039.0,1952.0
610061965,Photo,Glossy Ibis,Plegadis falcinellus,,Shilpa Gadgil,2023-10-03,2023.0,10.0,3.0,746.0,India,IN-MH-JG,Maharashtra,Jalgaon,"Kanalada Road -Terrestrial - Mixed PMP,Jalgaon, Maharashtra, IN (21.024, 75.558)",21.0237366,75.5582917,,,Unspecified,,,,,,,,,S151423154,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3456.0,4608.0
613153749,Photo,Common Loon,Gavia immer,,Petra Clayton,2024-01-04,2024.0,1.0,4.0,1050.0,United States,US-CA-079,California,San Luis Obispo,Port San Luis,35.1708616,-120.7562256,,,Unspecified,,,,,,,,,S158111210,,,,,,Gavia immer,comloo,Species,6774.0,,2.0,1.0,,2621.0,4166.0
524943081,Photo,Snowy Owl,Bubo scandiacus,,Matt M.,2023-01-15,2023.0,1.0,15.0,1525.0,Canada,CA-ON-OT,Ontario,Ottawa,Akins / Eagleson,45.240034,-75.8429501,,,Unspecified,,,,,,,,,S126329833,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,1112.0,1733.0
615426723,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,Marek Stefunko,2024-02-16,2024.0,2.0,16.0,833.0,Slovakia,SK-BL,BratislavskÃ½ kraj,,HruÅ¡ovskÃ¡ zdrÅ¾,48.0470054,17.2162896,,,Unspecified,,,,,,,,,S161636840,,,,,amongst other mallards,Anas platyrhynchos,mallar2,Domestic,518.0,,0.0,0.0,,1536.0,2048.0
611943532,Photo,Long-eared Owl,Asio otus,,Michel Turcot,2023-12-06,2023.0,12.0,6.0,1215.0,Canada,CA-QC-OU,Quebec,Gatineau,Domaine de la ferme Moore,45.4230339,-75.7569122,,,Unspecified,,,,,,,,,S155852550,,,,,TrouvÃ© par Jocelyn Grenon,Asio otus,loeowl,Species,9045.0,,2.0,2.0,,3019.0,3640.0
613535888,Photo,Glossy Ibis,Plegadis falcinellus,,Alex Trifunovic,2024-01-14,2024.0,1.0,14.0,933.0,United States,US-FL-095,Florida,Orange,Lake Apopka Wildlife Drive,28.6690476,-81.56128,,,Unspecified,,,,,,,,,S158908852,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,4.0,1.0,,3456.0,4608.0
611581529,Photo,Wood Duck,Aix sponsa,,Mark Rauzon,2023-11-18,2023.0,11.0,18.0,1236.0,United States,US-WA-033,Washington,King,Juanita Bay Park,47.6981686,-122.2101878,,,Unspecified,,,,,,,,,S154717223,,,,,,Aix sponsa,wooduc,Species,433.0,,0.0,0.0,,1314.0,2048.0
613102598,Photo,Common Loon,Gavia immer,,Jim Flynn,2024-01-04,2024.0,1.0,4.0,1227.0,United States,US-WA-033,Washington,King,Cedar River mouth,47.5007162,-122.2146012,,,Unspecified,,,,,,,,,S158092560,,,,,,Gavia immer,comloo,Species,6774.0,,1.0,1.0,,2198.0,1665.0
613222079,Photo,Common Loon,Gavia immer,,David Gersten,2024-01-07,2024.0,1.0,7.0,1105.0,United States,US-MD-019,Maryland,Dorchester,Hooper's Island--Cat Cove,38.2902959,-76.2015009,,,Unspecified,,,,,,,,,S158361570,,,,,,Gavia immer,comloo,Species,6774.0,,0.0,0.0,,1136.0,1704.0
615857394,Photo,Glossy Ibis,Plegadis falcinellus,,Eric Francois Roualet,2024-03-04,2024.0,3.0,4.0,646.0,Portugal,PT-08-FA,Faro,Faro,Salgados do Fialho (ETAR de Faro),37.0211415,-7.8988771,,,Unspecified,,,,,,,,,S163659282,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3310.0,5391.0
614894292,Photo,Wood Duck,Aix sponsa,,High Park Nature Centre,2024-02-16,2024.0,2.0,16.0,1010.0,Canada,CA-ON-TO,Ontario,Toronto,Toronto--High Park,43.6446469,-79.4625379,Adult Male â 1,,Unspecified,,,,,,,,,S161680838,,,,,,Aix sponsa,wooduc,Species,433.0,,4.0,3.0,,3462.0,5192.0
477447651,Photo,Snowy Owl,Bubo scandiacus,,Jeffrey Moore,2012-03-10,2012.0,3.0,10.0,1430.0,Canada,CA-BC-GV,British Columbia,Metro Vancouver,Delta--Brunswick Point,49.06564,-123.15415,,,Unspecified,,,,,,,,,S32430877,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,0.0,0.0,,2802.0,1870.0
532978271,Photo,Razorbill,Alca torda,,Tom Younkin,2023-02-08,2023.0,2.0,8.0,911.0,United States,US-RI-009,Rhode Island,Washington,Block Island Ferry,41.1889,-71.548048,,,Unspecified,,,,,,,,,S127880825,,,,,,Alca torda,razorb,Species,6372.0,,3.0,2.0,,1599.0,1845.0
147270871,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Nancy Leonard,2019-03-20,2019.0,3.0,20.0,0.0,United States,US-TX-267,Texas,Kimble,South Llano River SP (HOTW 093),30.4391651,-99.8128617,,,Unspecified,,,,,,,,,S54216927,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,2.0,1.0,,796.0,860.0
612381204,Photo,Limpkin,Aramus guarauna,,Connor Gardner,2023-12-13,2023.0,12.0,13.0,829.0,United States,US-AL-083,Alabama,Limestone,Wheeler NWR--Limestone Bay/Arrowhead Landing (NABT 23),34.6020512,-86.8920535,,,Unspecified,,,,,,,,,S156247159,,,,,"Continuing, feeding on mud flat. A little over a mile past the gate on the left. Will add pictures",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,4222.0,5912.0
613234863,Photo,Limpkin,Aramus guarauna,,Dario Taraborelli,2023-12-28,2023.0,12.0,28.0,1541.0,Panama,PA-3,ColÃ³n,,Lago GatÃºn,9.1265674,-79.7811055,,,Unspecified,,,,,,,,,S157358977,,,,,"Including 20 on a beach at  (9.1216738, -79.7864186)",Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,2196.0,3294.0
294063131,Photo,Razorbill,Alca torda,,Nils Andreas Loland,2021-01-02,2021.0,1.0,2.0,1133.0,Norway,NO-10,Vest-Agder,,FlekkerÃ¸ya med skjÃ¦rgÃ¥rd,58.0757312,7.999986,,,Unspecified,,,,,,,,,S78463061,,,,,,Alca torda,razorb,Species,6372.0,,3.0,1.0,,1748.0,3107.0
324576741,Photo,American Bittern,Botaurus lentiginosus,,Steve Keith,2021-04-09,2021.0,4.0,9.0,1128.0,United States,US-VA-810,Virginia,Virginia Beach,Princess Anne WMA--Beasley Tract,36.6228127,-76.0014315,,,Unspecified,,,,,,,,,S85171057,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,2.0,,842.0,1178.0
557830321,Photo,Snowy Owl,Bubo scandiacus,,Pascale Berthe,2023-03-05,2023.0,3.0,5.0,1426.0,Canada,CA-QC-RS,Quebec,Roussillon,Champs agricoles Rg St-Simon,45.3168453,-73.6550045,,,Unspecified,,,,,,,,,S130279058,,,,,,Bubo scandiacus,snoowl1,Species,8704.0,,4.0,2.0,,2283.0,1783.0
614427807,Photo,Glossy Ibis,Plegadis falcinellus,,Angeline Mano M,2024-01-29,2024.0,1.0,29.0,1006.0,India,IN-TN-SA,Tamil Nadu,Salem,"Aachampalli Tank, Vettukkadu, Thangayur à®à®à¯à®à®¾à®®à¯à®ªà®³à¯à®³à®¿ à®à®°à®¿, à®µà¯à®à¯à®à¯à®à¯à®à®¾à®à¯, à®¤à®à¯à®à®¾à®¯à¯à®°à¯",11.5556369,77.8860062,,,Unspecified,,,,,,,,,S160309693,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3042.0,3561.0
609831619,Photo,Glossy Ibis,Plegadis falcinellus,,Tom Wells,2022-09-17,2022.0,9.0,17.0,830.0,Spain,ES-AN-SV,AndalucÃ­a,Sevilla,Brazo del Este PjeNat--CapitÃ¡n,37.1026982,-6.0392009,,,Unspecified,,,,,,,,,S119502858,,,,,,Plegadis falcinellus,gloibi,Species,7551.0,,0.0,0.0,,3672.0,4896.0
233577121,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Chris Gunter,2020-05-09,2020.0,5.0,9.0,820.0,United States,US-TX-209,Texas,Hays,"2080 Lone Man Mountain Rd, Wimberley US-TX 30.05284, -98.05034",30.05284,-98.050337,,,Unspecified,,,,,,,,,S68735973,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,2.0,1.0,,3888.0,5184.0
612124299,Photo,Long-eared Owl,Asio otus,,JiÅÃ­ Å afrÃ¡nek,2023-12-11,2023.0,12.0,11.0,933.0,Czech Republic,CZ-OL,OlomouckÃ½ kraj,,PÅerov - mÄsto,49.4570918,17.4486792,,,Unspecified,,,,,,,,,S156132976,,,,,"BratrskÃ¡ ul., foto.",Asio otus,loeowl,Species,9045.0,,0.0,0.0,,725.0,804.0
530993241,Photo,Common Myna,Acridotheres tristis,,Larry Fisher,2023-02-02,2023.0,2.0,2.0,1230.0,United States,US-HI-007,Hawaii,Kauai,Koke'e,22.1303302,-159.6576011,,,Unspecified,,,,,,,,,S127494056,,,,,walking on the ground in pairs; one perched in a tree,Acridotheres tristis,commyn,Species,27402.0,,0.0,0.0,,823.0,1098.0
133466501,Photo,American Bittern,Botaurus lentiginosus,,Suzanne Mottin,2019-01-04,2019.0,1.0,4.0,800.0,United States,US-TX-071,Texas,Chambers,Anahuac NWR (UTC 049),29.6148414,-94.5344353,,,Unspecified,,,,,,,,,S51322896,,,,,,Botaurus lentiginosus,amebit,Species,7335.0,,4.0,2.0,,2066.0,1383.0
613050584,Photo,Limpkin,Aramus guarauna,,Diego BastÃ­as Birding Guide,2024-01-03,2024.0,1.0,3.0,750.0,Argentina,AR-C,Ciudad AutÃ³noma de Buenos Aires,,Reserva EcolÃ³gica Costanera Sur,-34.6082039,-58.3539677,,,Unspecified,,,,,,,,,S157983345,,,,,,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,1536.0,2048.0
614464128,Photo,Mallard,Anas platyrhynchos,,Josh Davidson,2024-01-26,2024.0,1.0,26.0,1442.0,United States,US-OH-049,Ohio,Franklin,Prairie Oaks Metro Park--Darby Bend Lakes (Franklin Co.),40.0011885,-83.2548237,,Flying,Unspecified,,,,,,,,,S159904189,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,4.0,1.0,,2535.0,3802.0
524341441,Photo,Long-eared Owl,Asio otus,,Martin Rheinheimer,2023-01-09,2023.0,1.0,9.0,1645.0,Bulgaria,BG-08,Dobrich,,Shabla Town Area,43.5373255,28.5319877,,,Unspecified,,,,,,,,,S125780871,,,,,,Asio otus,loeowl,Species,9045.0,,4.0,1.0,,4608.0,3456.0
613048962,Photo,Limpkin,Aramus guarauna,,Rowan Gray,2024-01-03,2024.0,1.0,3.0,1311.0,United States,US-TN-019,Tennessee,Carter,"137 Riverbank Run, Hampton US-TN 36.27292, -82.17520",36.272924,-82.175204,Adult â 1,Foraging or Eating,Unspecified,,,,,,,,,S157957863,,,,,,Aramus guarauna,limpki,Species,5642.0,,4.0,1.0,Habitat,3456.0,4608.0
428839541,Photo,Long-eared Owl,Asio otus,,ahmad mohammadi ravesh,2022-03-25,2022.0,3.0,25.0,1400.0,Iran,IR-10,Khuzestan,,hendijan - Eskele Bahrekan,30.1045752,49.7752688,,,Unspecified,,,,,,,,,S105625456,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,1303.0,1336.0
615199815,Photo,American Robin,Turdus migratorius,,Michael Woodruff,2024-02-20,2024.0,2.0,20.0,816.0,United States,US-WA-063,Washington,Spokane,1410 N McKenzie River St,47.6703024,-117.4718462,,,Unspecified,,,,,,,,,S162418831,,,,,Mostly flovers,Turdus migratorius,amerob,Species,28096.0,,5.0,1.0,,1341.0,2421.0
143041741,Photo,Razorbill,Alca torda,,Tom Smith,2011-12-17,2011.0,12.0,17.0,1240.0,United States,US-NJ-029,New Jersey,Ocean,Manasquan Inlet (Ocean Co.),40.1019338,-74.0346071,,,Unspecified,,,,,,,,,S9364787,,,,,"Razorbill present well within the inlet, visible at close range from the north parking lot; bird made short, frequent dives and was gradually working its way towards the ocean.",Alca torda,razorb,Species,6372.0,,3.0,1.0,,1923.0,2859.0
610347881,Photo,Limpkin,Aramus guarauna,,Demond McDonald,2023-10-24,2023.0,10.0,24.0,840.0,United States,US-IL-031,Illinois,Cook,McGinnis Slough--East/La Grange Rd,41.6411368,-87.8564,,,Unspecified,,,,,,,,,S152973735,,,,,Continuing bird,Aramus guarauna,limpki,Species,5642.0,,0.0,0.0,,737.0,1105.0
610716350,Photo,Wood Duck,Aix sponsa,,Matt Tobin,2023-11-03,2023.0,11.0,3.0,709.0,United States,US-IL-097,Illinois,Lake,Rollins Savanna Forest Preserve,42.3702879,-88.028536,,,Unspecified,,,,,,,,,S153671546,,,,,,Aix sponsa,wooduc,Species,433.0,,2.0,1.0,,1946.0,3077.0
613332053,Photo,Common Loon,Gavia immer,,Wayne Longbottom,2024-01-08,2024.0,1.0,8.0,1403.0,United States,US-VA-001,Virginia,Accomack,Queen Sound Landing,37.9349238,-75.4197639,,,Unspecified,,,,,,,,,S158456979,,,,,,Gavia immer,comloo,Species,6774.0,,3.0,2.0,,1108.0,1385.0
610446824,Photo,Common Myna,Acridotheres tristis,,Del Nelson,2023-04-22,2023.0,4.0,22.0,1721.0,Israel,IL-TA,Tel-Aviv,,"11 Trumpeldor Street, Tel Aviv-Yafo, Tel Aviv District, IL (32.076, 34.768)",32.0756993,34.7675192,,,Unspecified,,,,,,,,,S134588832,,,,,See photos when posted,Acridotheres tristis,commyn,Species,27402.0,,4.0,2.0,,1750.0,2625.0
601291151,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Timothy Fennell,2023-08-07,2023.0,8.0,7.0,717.0,United States,US-TX-491,Texas,Williamson,Lake Georgetown--Cedar Hollow Area,30.6680378,-97.7664113,,,Unspecified,,,,,,,,,S146691667,,,,,My latest WilCo GCWA ever.,Setophaga chrysoparia,gchwar,Species,33674.0,,3.0,1.0,,2119.0,2826.0
182190661,Photo,Northern Royal Albatross,Diomedea sanfordi,,Nicolas Ateaga Ramirez,2019-10-13,2019.0,10.0,13.0,1046.0,Chile,CL-VS-VAL,ValparaÃ­so,ValparaÃ­so,"CL (-32.999, -71.782)",-32.9994281,-71.7824729,,,Unspecified,,,,,,,,,S60615888,,,,,,Diomedea sanfordi,royalb3,Group,6813.0,,0.0,0.0,,2180.0,3271.0
613006360,Photo,Common Loon,Gavia immer,,Glen Chapman,2023-12-30,2023.0,12.0,30.0,1024.0,United States,US-WA-033,Washington,King,Saltwater SP,47.3733968,-122.3236098,Immature â 1,Foraging or Eating,Unspecified,,,,,,,,,S157531315,,,,,,Gavia immer,comloo,Species,6774.0,,4.0,1.0,,532.0,798.0
615472265,Photo,Mallard,Anas platyrhynchos,,Patrick Maurice,2023-12-06,2023.0,12.0,6.0,658.0,United States,US-CO-013,Colorado,Boulder,Stearns Lake,39.9473188,-105.1050854,,Flying,Unspecified,,,,,,,,,S155842535,,,,,,Anas platyrhynchos,mallar3,Species,515.0,,2.5,2.0,,2899.0,5977.0
447579211,Photo,Long-eared Owl,Asio otus,,silverwing 123,2022-05-12,2022.0,5.0,12.0,2008.0,Israel,IL-M,HaMerkaz,,Oranit==×××¨× ××ª,32.133103,34.9907041,,,Unspecified,,,,,,,,,S109800596,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,2367.0,3271.0
614183357,Photo,American Robin,Turdus migratorius,,AndrÃ© BERNARD,2024-01-30,2024.0,1.0,30.0,720.0,Canada,CA-QC-BM,Quebec,Brome-Missisquoi,"2117 Ch Beattie, Dunham CA-QC (45.1782,-72.7117)",45.1782,-72.7117,Adult â 1,Foraging or Eating,Unspecified,,,,,,,,,S160176128,,,,,,Turdus migratorius,amerob,Species,28096.0,,3.0,1.0,,3648.0,5472.0
507369301,Photo,Long-eared Owl,Asio otus,,Steven Pitts,,,,,,United States,US-NM-041,New Mexico,Roosevelt,,,,,,Unspecified,,,,,,,,,,,,,,,Asio otus,loeowl,Species,9045.0,,0.0,0.0,,2340.0,1080.0
410725861,Photo,American Bittern,Botaurus lentiginosus,,Micky Komara,2022-01-28,2022.0,1.0,28.0,1330.0,United States,US-CT-009,Connecticut,New Haven,Hammonasset Beach SP,41.2619859,-72.5548234,,,Unspecified,,,,,,,,,S101621725,,,,,"Found in the ditch that runs out of the bird blind bog at the bottom of Nature Center grassy parking to the marsh; thanks, Chuck, for the heads up.",Botaurus lentiginosus,amebit,Species,7335.0,,4.5,2.0,,3985.0,2800.0
177774541,Photo,Red-tailed Hawk,Buteo jamaicensis,,Cody Limber,2019-09-18,2019.0,9.0,18.0,711.0,United States,US-CT-009,Connecticut,New Haven,Lighthouse Point Park,41.24858,-72.90293,,,Unspecified,,,,,,,,,S59898658,,,,,,Buteo jamaicensis,rethaw,Species,8312.0,,4.67,3.0,,5709.0,3810.0
464900851,Photo,Golden-cheeked Warbler,Setophaga chrysoparia,,Celeste Treadway,2022-07-04,2022.0,7.0,4.0,807.0,United States,US-TX-453,Texas,Travis,"Drip at Bee Meadow, 15915 Fisher Hollow Trail, Leander US-TX 30.48000, -97.88405",30.480001,-97.884049,,,Unspecified,,,,,,,,,S114387827,,,,,,Setophaga chrysoparia,gchwar,Species,33674.0,,0.0,0.0,,777.0,1010.0
